RA,Fase,Turma,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,INDE 22,Cg,Cf,Ct,Nº Av,Avaliador1,Avaliador2,Avaliador3,Avaliador4,IAA,IEG,IPS,IDA,Mat,Por,Ing,IPV,IAN,Fase_Ideal,Defasagem,IPP,INDE 23,INDE_ano_atual,pedra_ano_atual,ano,Fase_Ideal_1,Fase_Ideal_2
RA-1119,3M,3M,Feminino,2023,Pública,,,,,,,,5.0,Avaliador-20,Avaliador-21,Avaliador-17,Avaliador-26,9.585,8.716666666666667,7.51,5.666666666666667,6.0,3.5,7.5,7.698,5.0,Fase 4 (9° ano),-1,7.625,7.192,7.388266666666667,Ametista,2024,Fase 4,9° ano
RA-1116,3M,3M,Masculino,2023,Pública,,,,,,,,5.0,Avaliador-20,Avaliador-21,Avaliador-17,Avaliador-26,0.0,3.3555555556666667,6.26,2.3333333333333335,1.0,3.0,3.0,5.066,5.0,Fase 4 (9° ano),-1,5.125,6.956533333,3.7894777778,Quartzo,2024,Fase 4,9° ano
RA-667,3M,3M,Masculino,2021,Pública,,Ametista,Quartzo,5.84372876673568,,,,5.0,Avaliador-20,Avaliador-21,Avaliador-17,Avaliador-26,9.168,7.038986354666666,7.51,4.666666666666667,5.5,4.5,4.0,6.966,10.0,Fase 3 (7° e 8° ano),0,7.75,6.774866667,7.177130604266668,Ametista,2024,Fase 3,7° e 8° ano
RA-605,3M,3M,Feminino,2021,Pública,,Ametista,Ametista,7.276307053600185,,,,5.0,Avaliador-20,Avaliador-21,Avaliador-17,Avaliador-26,7.5,6.194444444333333,6.885,2.6666666666666665,1.5,3.5,3.0,5.534,10.0,Fase 3 (7° e 8° ano),0,7.0,7.709366667,6.0175222222,Quartzo,2024,Fase 3,7° e 8° ano
RA-1543,3M,3M,Masculino,2024,Pública,,,,,,,,5.0,Avaliador-20,Avaliador-21,Avaliador-17,Avaliador-26,7.5,8.076923077,7.51,5.0,6.0,4.0,,7.066,5.0,Fase 4 (9° ano),-1,7.25,,6.754584615400001,Ágata,2024,Fase 4,9° ano
RA-1118,3M,3M,Feminino,2023,Pública,,,,,,,,5.0,Avaliador-20,Avaliador-21,Avaliador-17,Avaliador-26,7.084,7.846439628666666,9.38,3.8333333333333335,3.0,4.5,4.0,6.866,10.0,Fase 3 (7° e 8° ano),0,6.75,7.163833333,7.0305545924,Ametista,2024,Fase 3,7° e 8° ano
RA-1544,3M,3M,Feminino,2024,Pública,,,,,,,,5.0,Avaliador-20,Avaliador-21,Avaliador-17,Avaliador-26,8.334,8.674509804,6.885,5.833333333333333,5.5,5.5,6.5,6.598,5.0,Fase 4 (9° ano),-1,6.625,,6.905568627466667,Ágata,2024,Fase 4,9° ano
RA-1545,3N,3N,Feminino,2024,Pública,,,,,,,,2.0,Avaliador-21,Avaliador-23,,,7.501,6.210826211,8.13,8.166666666666666,8.0,6.5,10.0,6.165,10.0,Fase 3 (7° e 8° ano),0,6.25,,7.296598575533334,Ametista,2024,Fase 3,7° e 8° ano
RA-1127,3N,3N,Feminino,2023,Pública,,,,,,,,2.0,Avaliador-21,Avaliador-23,,,9.168,10.0,7.51,5.833333333333333,8.5,4.5,4.5,7.67,10.0,Fase 3 (7° e 8° ano),0,8.125,8.3167,8.180966666666668,Topázio,2024,Fase 3,7° e 8° ano
RA-1129,3N,3N,Masculino,2023,Pública,,,,,,,,2.0,Avaliador-21,Avaliador-23,,,9.168,7.137254902,8.13,6.833333333333333,9.0,5.5,6.0,5.745,10.0,Fase 3 (7° e 8° ano),0,6.875,7.309333333,7.360417647066668,Ametista,2024,Fase 3,7° e 8° ano
RA-1546,3N,3N,Masculino,2024,Pública,,,,,,,,2.0,Avaliador-21,Avaliador-23,,,8.334,6.374643874666667,8.75,4.666666666666667,5.0,3.0,6.0,6.17,10.0,Fase 3 (7° e 8° ano),0,7.5,,6.900662108266667,Ágata,2024,Fase 3,7° e 8° ano
RA-1130,3N,3N,Masculino,2023,Pública,,,,,,,,2.0,Avaliador-21,Avaliador-23,,,8.751,6.278431372666667,8.13,4.333333333333333,7.5,3.5,2.0,5.33,10.0,Fase 3 (7° e 8° ano),0,6.875,8.0037,6.563952941199999,Ágata,2024,Fase 3,7° e 8° ano
RA-1168,3N,3N,Feminino,2023,Pública,,,,,,,,2.0,Avaliador-21,Avaliador-23,,,9.585,7.682352941333334,7.51,5.666666666666667,8.5,3.5,5.0,6.33,5.0,Fase 4 (9° ano),-1,7.1875,5.886625,6.864053921600001,Ágata,2024,Fase 4,9° ano
RA-613,3N,3N,Masculino,2021,Pública,Ametista,Ametista,Topázio,8.12134394356261,,,,2.0,Avaliador-21,Avaliador-23,,,8.334,9.566666666666666,7.51,7.333333333333333,8.0,6.0,8.0,6.25,5.0,Fase 4 (9° ano),-1,6.875,6.864508333,7.4019,Ametista,2024,Fase 4,9° ano
RA-433,3N,3N,Masculino,2022,Pública,,,Quartzo,5.557438118548119,,,,2.0,Avaliador-21,Avaliador-23,,,7.918,8.380952381,8.13,4.833333333333333,6.5,4.0,4.0,6.415,10.0,Fase 3 (7° e 8° ano),0,6.875,6.5982,7.218157142866668,Ametista,2024,Fase 3,7° e 8° ano
RA-1547,3N,3N,Feminino,2024,Pública,,,,,,,,2.0,Avaliador-21,Avaliador-23,,,7.917,6.467236467333334,8.13,6.666666666666667,9.5,6.0,4.5,6.335,5.0,Fase 4 (9° ano),-1,7.5,,6.748480626800001,Ágata,2024,Fase 4,9° ano
RA-1548,3N,3N,Feminino,2024,Pública,,,,,,,,2.0,Avaliador-21,Avaliador-23,,,8.334,5.2421652420000004,7.51,4.833333333333333,9.0,4.5,1.0,5.665,10.0,Fase 3 (7° e 8° ano),0,7.5,,6.482499715066667,Ágata,2024,Fase 3,7° e 8° ano
RA-304,3N,3N,Masculino,2021,Pública,Ametista,Ágata,Ágata,6.355207500000001,,,,2.0,Avaliador-21,Avaliador-23,,,10.002,7.826890756333333,7.51,7.166666666666667,9.0,5.5,7.0,5.825,2.5,Fase 6 (2° EM),-3,6.875,6.241583333,6.852411484600001,Ágata,2024,Fase 6,2° EM
RA-1549,3N,3N,Masculino,2024,Pública,,,,,,,,2.0,Avaliador-21,Avaliador-23,,,9.585,7.441394335666668,7.51,4.166666666666667,5.5,3.0,4.0,6.325,5.0,Fase 5 (1° EM),-2,7.1875,,6.514862200466668,Ágata,2024,Fase 5,1° EM
RA-632,3P,3P,Feminino,2022,Pública,,,Ágata,6.995504201058202,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,Avaliador-26,7.917,8.999164578333334,6.875,4.166666666666667,0.0,6.0,6.5,7.875,10.0,Fase 3 (7° e 8° ano),0,8.28125,7.8768,7.515491249000001,Ametista,2024,Fase 3,7° e 8° ano
RA-633,3P,3P,Feminino,2021,Pública,Ametista,Ágata,Ametista,7.475860455026456,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,Avaliador-26,4.584,4.707017544,2.51,3.3333333333333335,4.0,6.0,0.0,6.1175,10.0,Fase 3 (7° e 8° ano),0,6.875,6.6552,5.228470175466667,Quartzo,2024,Fase 3,7° e 8° ano
RA-1137,3P,3P,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,Avaliador-26,8.334,7.588638262333333,8.13,3.5,1.0,4.5,5.0,7.4575,10.0,Fase 2 (5° e 6° ano),1,8.28125,8.743366667,7.1837526524666675,Ametista,2024,Fase 2,5° e 6° ano
RA-646,3P,3P,Masculino,2021,Pública,Ametista,Ametista,Topázio,8.18081096969697,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,Avaliador-26,10.002,9.266666666666667,7.51,6.166666666666667,9.0,4.5,5.0,7.7475,5.0,Fase 4 (9° ano),-1,8.28125,8.3547,7.715491666666668,Ametista,2024,Fase 4,9° ano
RA-1550,3P,3P,Masculino,2024,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,Avaliador-26,9.585,5.222222222,7.51,4.333333333333333,5.0,3.0,5.0,6.2025,5.0,Fase 4 (9° ano),-1,7.03125,,6.064236111066667,Quartzo,2024,Fase 4,9° ano
RA-1139,3P,3P,Masculino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,Avaliador-26,8.334,6.152715121333333,7.51,4.666666666666667,5.0,3.0,6.0,7.04,10.0,Fase 2 (5° e 6° ano),1,7.5,7.6647,6.906276357600001,Ágata,2024,Fase 2,5° e 6° ano
RA-444,3P,3P,Masculino,2021,Pública,Ágata,Ametista,Ágata,6.664746446689114,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,Avaliador-26,8.334,6.377276524666667,2.51,3.6666666666666665,2.0,5.0,4.0,5.96,5.0,Fase 4 (9° ano),-1,6.25,5.958791667,5.410188638266668,Quartzo,2024,Fase 4,9° ano
RA-445,3P,3P,Masculino,2022,Pública,,,Ágata,6.923613111111111,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,Avaliador-26,7.917,8.715873016,7.51,4.0,3.0,6.0,3.0,7.3725,10.0,Fase 3 (7° e 8° ano),0,7.8125,7.9087,7.3416246032,Ametista,2024,Fase 3,7° e 8° ano
RA-639,3P,3P,Feminino,2021,Pública,,Ametista,Ágata,6.613163153439154,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,Avaliador-26,7.917,5.278195488666667,2.51,3.8333333333333335,1.0,4.5,6.0,6.1625,10.0,Fase 3 (7° e 8° ano),0,6.71875,7.5853,5.7693807644,Quartzo,2024,Fase 3,7° e 8° ano
RA-1142,3P,3P,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,Avaliador-26,8.334,9.133333333333333,7.51,8.5,10.0,8.0,7.5,7.335,10.0,Fase 3 (7° e 8° ano),0,8.125,9.175033333,8.390566666666668,Topázio,2024,Fase 3,7° e 8° ano
RA-1551,3P,3P,Masculino,2024,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,Avaliador-26,9.585,4.7710437709999995,7.51,3.5,1.0,5.5,4.0,6.79,5.0,Fase 5 (1° EM),-2,7.5,,5.9717087542,Quartzo,2024,Fase 5,1° EM
RA-458,3P,3P,Masculino,2021,Pública,Ametista,Quartzo,Ágata,6.511662330532213,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,Avaliador-26,8.751,3.7396825396666666,6.88,4.0,3.0,4.0,5.0,6.83,5.0,Fase 4 (9° ano),-1,7.03125,6.312083333,5.680161507933333,Quartzo,2024,Fase 4,9° ano
RA-1552,3P,3P,Masculino,2024,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,Avaliador-26,9.585,9.743589743666666,7.51,3.1666666666666665,1.0,4.5,4.0,7.165,10.0,Fase 3 (7° e 8° ano),0,7.1875,,7.443301282066667,Ametista,2024,Fase 3,7° e 8° ano
RA-1170,3P,3P,Masculino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,Avaliador-26,9.168,5.565079365,8.13,3.5,1.0,2.5,7.0,6.7475,5.0,Fase 5 (1° EM),-2,7.03125,6.874683333,6.095440873,Quartzo,2024,Fase 5,1° EM
RA-642,3P,3P,Feminino,2021,Pública,,Topázio,Ametista,7.750398603174604,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,Avaliador-26,9.585,9.149206349333333,3.76,4.0,2.0,5.0,5.0,6.9975,10.0,Fase 3 (7° e 8° ano),0,7.1875,8.416866667,7.082591269866667,Ametista,2024,Fase 3,7° e 8° ano
RA-1553,3R,3R,Masculino,2024,Pública,,,,,,,,3.0,Avaliador-20,Avaliador-21,Avaliador-23,,8.334,9.003921568666668,7.51,4.333333333333333,6.0,5.0,2.0,7.78,10.0,Fase 3 (7° e 8° ano),0,8.333333333,,7.641184313700001,Ametista,2024,Fase 3,7° e 8° ano
RA-1554,3R,3R,Masculino,2024,Pública,,,,,,,,3.0,Avaliador-20,Avaliador-21,Avaliador-23,,6.666,9.629629629666667,8.76,4.0,3.0,4.0,5.0,7.22,5.0,Fase 5 (1° EM),-2,7.291666667,,6.941692592633334,Ágata,2024,Fase 5,1° EM
RA-649,3R,3R,Feminino,2021,Pública,Ágata,Ametista,Ametista,7.301750696192697,,,,3.0,Avaliador-20,Avaliador-21,Avaliador-23,,8.751,6.004481792666667,8.76,3.6666666666666665,5.5,4.0,1.5,7.333333333,10.0,Fase 3 (7° e 8° ano),0,8.333333333,7.579533333,6.985329691766667,Ágata,2024,Fase 3,7° e 8° ano
RA-1136,3R,3R,Feminino,2023,Pública,,,,,,,,3.0,Avaliador-20,Avaliador-21,Avaliador-23,,8.751,4.547899159666667,8.135,1.6666666666666667,1.0,2.0,2.0,6.383333333,5.0,Fase 4 (9° ano),-1,7.5,6.7351,5.458179831866667,Quartzo,2024,Fase 4,9° ano
RA-653,3R,3R,Feminino,2022,Pública,,,Topázio,8.100927925925927,,,,3.0,Avaliador-20,Avaliador-21,Avaliador-23,,8.751,9.537254901999999,8.76,5.166666666666667,6.5,4.5,4.5,7.89,10.0,Fase 3 (7° e 8° ano),0,8.333333333,7.385666667,8.103217647033333,Topázio,2024,Fase 3,7° e 8° ano
RA-456,3R,3R,Feminino,2022,Pública,,,Ametista,7.192527343915344,,,,3.0,Avaliador-20,Avaliador-21,Avaliador-23,,7.083,9.382456140333334,7.51,6.5,9.0,6.0,4.5,8.893333333,10.0,Fase 3 (7° e 8° ano),0,9.166666667,7.518,8.331124561366668,Topázio,2024,Fase 3,7° e 8° ano
RA-655,3R,3R,Feminino,2021,Pública,Ametista,Ametista,Ametista,7.7853369992229995,,,,3.0,Avaliador-20,Avaliador-21,Avaliador-23,,7.501,10.0,8.76,6.833333333333333,8.0,4.0,8.5,7.166666667,10.0,Fase 3 (7° e 8° ano),0,8.125,8.3198,8.238600000066668,Topázio,2024,Fase 3,7° e 8° ano
RA-656,3R,3R,Feminino,2021,Pública,Topázio,Ametista,Ágata,6.65156698989899,,,,3.0,Avaliador-20,Avaliador-21,Avaliador-23,,9.168,5.978431372666667,7.51,4.166666666666667,5.0,3.5,4.0,6.106666667,10.0,Fase 3 (7° e 8° ano),0,7.5,6.780833333,6.668152941266667,Ágata,2024,Fase 3,7° e 8° ano
RA-657,3R,3R,Feminino,2021,Pública,,Ametista,Topázio,8.093255968253969,,,,3.0,Avaliador-20,Avaliador-21,Avaliador-23,,8.751,9.6,6.885,7.5,8.0,4.5,10.0,7.056666667,10.0,Fase 3 (7° e 8° ano),0,8.125,8.3532,8.207433333400001,Topázio,2024,Fase 3,7° e 8° ano
RA-1555,3R,3R,Masculino,2024,Pública,,,,,,,,3.0,Avaliador-20,Avaliador-21,Avaliador-23,,8.334,10.0,6.255,3.0,9.0,0.0,0.0,8.056666667,10.0,Fase 3 (7° e 8° ano),0,8.125,,7.4827333334,Ametista,2024,Fase 3,7° e 8° ano
RA-461,3R,3R,Feminino,2021,Pública,Ametista,Ametista,Quartzo,5.451260674038036,,,,3.0,Avaliador-20,Avaliador-21,Avaliador-23,,8.751,9.182446312,7.51,4.5,3.0,4.5,6.0,7.056666667,10.0,Fase 3 (7° e 8° ano),0,7.708333333,7.2379,7.5447559291,Ametista,2024,Fase 3,7° e 8° ano
RA-398,3U,3U,Feminino,2022,Pública,,,Ametista,7.741668666666667,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-20,,7.083,5.733333333333333,7.51,8.0,8.5,7.5,8.0,6.553333333,10.0,Fase 3 (7° e 8° ano),0,7.291666667,7.153766667,7.2457999999666685,Ametista,2024,Fase 3,7° e 8° ano
RA-586,3U,3U,Feminino,2021,Privada - Programa de Apadrinhamento,,Topázio,Ametista,7.987503111111112,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-20,,9.168,9.241269841333333,7.51,8.5,7.5,8.0,10.0,8.056666667,10.0,Fase 2 (5° e 6° ano),1,8.75,8.4242,8.702387301666668,Topázio,2024,Fase 2,5° e 6° ano
RA-623,3U,3U,Masculino,2022,Pública,,,Ametista,7.523833791887125,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-20,,8.334,7.3999999999999995,6.885,4.0,3.5,2.5,6.0,7.05,5.0,Fase 4 (9° ano),-1,6.458333333,7.8307,6.357733333300001,Ágata,2024,Fase 4,9° ano
RA-588,3U,3U,Feminino,2021,Privada - Programa de Apadrinhamento,,Topázio,Topázio,8.622225333333333,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-20,,9.168,9.833333333333334,7.51,7.833333333333333,8.5,8.0,7.0,8.0,10.0,Fase 2 (5° e 6° ano),1,8.75,8.3527,8.676133333333334,Topázio,2024,Fase 2,5° e 6° ano
RA-626,3U,3U,Masculino,2021,Pública,,Ágata,Quartzo,5.818056666666667,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-20,,9.585,3.380451127666667,6.885,5.333333333333333,5.5,3.5,7.0,6.443333333,10.0,Fase 3 (7° e 8° ano),0,7.291666667,7.231033333,6.407590225500001,Ágata,2024,Fase 3,7° e 8° ano
RA-1556,3U,3U,Masculino,2024,Pública,,,,,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-20,,7.917,5.222222222333333,7.51,4.0,3.5,4.0,4.5,7.44,10.0,Fase 3 (7° e 8° ano),0,7.916666667,,6.666811111166668,Ágata,2024,Fase 3,7° e 8° ano
RA-455,3U,3U,Feminino,2022,Pública,,,Ágata,6.875668240944242,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-20,,8.751,6.111111111,8.13,4.5,3.0,6.5,4.0,7.276666667,10.0,Fase 3 (7° e 8° ano),0,8.333333333,,7.098988888900001,Ametista,2024,Fase 3,7° e 8° ano
RA-614,3U,3U,Masculino,2021,Pública,,Topázio,Topázio,8.339199975308643,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-20,,9.585,9.700000000000001,7.51,6.833333333333333,8.0,4.5,8.0,7.603333333,5.0,Fase 4 (9° ano),-1,7.916666667,8.2282,7.8284999999666685,Ametista,2024,Fase 4,9° ano
RA-434,3U,3U,Masculino,2022,Pública,,,Ametista,7.403129618406286,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-20,,7.084,5.061904762,7.51,5.5,5.5,5.5,5.5,6.55,10.0,Fase 3 (7° e 8° ano),0,7.291666667,7.069766667,6.610947619100001,Ágata,2024,Fase 3,7° e 8° ano
RA-603,3U,3U,Masculino,2022,Pública,,,Ametista,7.779763904761905,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-20,,9.585,7.155555555666666,6.885,4.666666666666667,4.5,5.5,4.0,6.216666667,10.0,Fase 3 (7° e 8° ano),0,6.875,6.748833333,6.942277777866667,Ágata,2024,Fase 3,7° e 8° ano
RA-1133,3U,3U,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-20,Avaliador-21,Avaliador-26,Avaliador-10,9.168,9.841269841333334,8.75,4.5,5.0,3.5,5.0,8.83,10.0,Fase 2 (5° e 6° ano),1,8.125,8.600033333,8.238553968266668,Topázio,2024,Fase 2,5° e 6° ano
RA-616,3U,3U,Masculino,2021,Pública,Ágata,Ametista,Ametista,7.303241851851853,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-20,,7.5,3.087719298333333,6.885,3.8333333333333335,3.0,3.5,5.0,4.946666667,10.0,Fase 3 (7° e 8° ano),0,6.458333333,5.612,5.457877193033333,Quartzo,2024,Fase 3,7° e 8° ano
RA-1134,3U,3U,Masculino,2023,Pública,,,,,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-20,,8.751,8.914285714,7.51,6.0,6.0,5.5,6.5,6.883333333,10.0,Fase 3 (7° e 8° ano),0,7.708333333,7.769866667,7.7564571427,Ametista,2024,Fase 3,7° e 8° ano
RA-1557,3U,3U,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-20,,9.585,8.916666666666666,7.51,7.0,6.0,7.0,8.0,7.72,10.0,Fase 3 (7° e 8° ano),0,7.916666667,,8.228500000033334,Topázio,2024,Fase 3,7° e 8° ano
RA-670,3U,3U,Feminino,2022,Privada - Programa de Apadrinhamento,,,Ametista,7.451335164578111,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-20,,9.585,9.441269841333334,7.51,8.666666666666666,9.0,7.0,10.0,8.166666667,10.0,Fase 2 (5° e 6° ano),1,8.958333333,8.6067,8.8602539683,Topázio,2024,Fase 2,5° e 6° ano
RA-620,3U,3U,Masculino,2021,Pública,,Ametista,Ágata,6.017619047619047,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-20,,8.334,3.9841269843333333,7.51,2.5,3.5,2.5,1.5,5.886666667,10.0,Fase 3 (7° e 8° ano),0,7.083333333,7.043666667,5.766892063566667,Quartzo,2024,Fase 3,7° e 8° ano
RA-1149,4A,4A,Feminino,2023,Pública,,,,,,,,5.0,Avaliador-21,Avaliador-23,Avaliador-26,Avaliador-1,8.334,10.0,10.0,6.0,2.0,6.0,10.0,8.706,5.0,Fase 5 (1° EM),-1,8.625,7.410108333,8.1371,Topázio,2024,Fase 5,1° EM
RA-1558,4A,4A,Masculino,2024,Pública,,,,,,,,5.0,Avaliador-21,Avaliador-23,Avaliador-26,Avaliador-1,9.168,8.705360238666666,8.755,5.5,5.0,5.5,6.0,8.302,5.0,Fase 5 (1° EM),-1,8.5,,7.643772047733333,Ametista,2024,Fase 5,1° EM
RA-326,4A,4A,Feminino,2022,Privada,,,Topázio,8.219954610229276,,,,5.0,Avaliador-21,Avaliador-23,Avaliador-26,Avaliador-1,9.168,8.973112128333334,6.26,9.333333333333334,10.0,9.0,9.0,8.704,10.0,Fase 3 (7° e 8° ano),1,8.875,8.65075,8.832389092333335,Topázio,2024,Fase 3,7° e 8° ano
RA-339,4A,4A,Feminino,2021,Pública,Topázio,Ametista,Topázio,8.48808864197531,,,,5.0,Avaliador-21,Avaliador-23,Avaliador-26,Avaliador-1,7.5,7.155537064000001,5.635,8.166666666666666,8.0,7.0,9.5,7.668,10.0,Fase 3 (7° e 8° ano),1,8.0,7.377583333,7.711540746133334,Ametista,2024,Fase 3,7° e 8° ano
RA-179,4A,4A,Masculino,2022,Privada,,,Ametista,7.992900671071327,,,,5.0,Avaliador-21,Avaliador-23,Avaliador-26,Avaliador-1,9.168,9.407894737,9.38,8.166666666666666,7.0,8.0,9.5,8.44,10.0,Fase 3 (7° e 8° ano),1,8.75,8.437641667,8.932712280733334,Topázio,2024,Fase 3,7° e 8° ano
RA-1559,4A,4A,Feminino,2024,Pública,,,,,,,,5.0,Avaliador-21,Avaliador-23,Avaliador-26,Avaliador-1,7.917,5.2929755216666665,6.885,4.666666666666667,8.0,0.0,6.0,7.604,5.0,Fase 5 (1° EM),-1,8.375,,6.330428437666668,Ágata,2024,Fase 5,1° EM
RA-332,4A,4A,Masculino,2021,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,7.882917128747796,,,,5.0,Avaliador-21,Avaliador-23,Avaliador-26,Avaliador-1,9.585,7.605358505000001,9.38,7.0,7.0,7.0,7.0,8.706,10.0,Fase 3 (7° e 8° ano),1,8.625,8.002591667,8.421271701,Topázio,2024,Fase 3,7° e 8° ano
RA-1560,4A,4A,Feminino,2024,Privada,,,,,,,,5.0,Avaliador-21,Avaliador-23,Avaliador-26,Avaliador-1,9.168,9.206349206333334,5.635,8.166666666666666,6.0,8.5,10.0,8.336,10.0,Fase 3 (7° e 8° ano),1,8.5,,8.4721031746,Topázio,2024,Fase 3,7° e 8° ano
RA-1153,4A,4A,Feminino,2021,Privada - Programa de Apadrinhamento,,,,,,,,5.0,Avaliador-21,Avaliador-23,Avaliador-26,Avaliador-1,8.751,9.702380952333334,5.635,8.5,8.0,8.5,9.0,9.074,5.0,Fase 5 (1° EM),-1,8.75,7.968658333,8.268876190466667,Topázio,2024,Fase 5,1° EM
RA-183,4A,4A,Feminino,2022,Pública,,,Ametista,7.3003789545454545,,,,5.0,Avaliador-21,Avaliador-23,Avaliador-26,Avaliador-1,7.917,9.249011857666666,6.26,7.5,5.0,7.5,10.0,8.372,10.0,Fase 4 (9° ano),0,8.25,7.586241667,8.266902371533334,Topázio,2024,Fase 4,9° ano
RA-199,4A,4A,Masculino,2022,Privada,,,Ametista,7.5636047979797985,,,,5.0,Avaliador-21,Avaliador-23,Avaliador-26,Avaliador-1,8.334,7.554824561666667,6.88,7.166666666666667,5.0,9.0,7.5,8.206,5.0,Fase 5 (1° EM),-1,8.125,7.892341667,7.419398245666667,Ametista,2024,Fase 5,1° EM
RA-1561,4A,4A,Masculino,2024,Pública,,,,,,,,5.0,Avaliador-21,Avaliador-23,Avaliador-26,Avaliador-1,9.585,9.174603174666666,5.0,9.0,8.5,8.5,10.0,7.734,5.0,Fase 5 (1° EM),-1,8.0,,7.9402206349333335,Ametista,2024,Fase 5,1° EM
RA-336,4A,4A,Masculino,2021,Pública,Ametista,Ágata,Ágata,6.787123434343435,,,,5.0,Avaliador-21,Avaliador-23,Avaliador-26,Avaliador-1,7.5,5.512100409000001,6.26,5.833333333333333,6.0,6.5,5.0,7.196,10.0,Fase 4 (9° ano),0,7.5,5.887708333,6.834286748466667,Ágata,2024,Fase 4,9° ano
RA-347,4A,4A,Feminino,2021,Pública,Topázio,Ametista,Ametista,7.908336,,,,5.0,Avaliador-21,Avaliador-23,Avaliador-26,Avaliador-1,8.751,9.673046251999999,6.885,7.666666666666667,6.5,7.5,9.0,7.766,10.0,Fase 3 (7° e 8° ano),1,8.0,7.61835,8.384742583733333,Topázio,2024,Fase 3,7° e 8° ano
RA-397,4A,4A,Feminino,2021,Pública,Quartzo,Quartzo,Quartzo,5.8522472498487605,,,,5.0,Avaliador-21,Avaliador-23,Avaliador-26,Avaliador-1,7.918,7.885292942666666,5.63,5.666666666666667,5.0,4.5,7.5,7.398,5.0,Fase 6 (2° EM),-2,7.625,6.207083333,6.807291921866668,Ágata,2024,Fase 6,2° EM
RA-338,4B,4B,Masculino,2021,Pública,Ametista,Ametista,Ágata,6.837216877492878,,,,4.0,Avaliador-22,Avaliador-26,Avaliador-1,Avaliador-5,9.168,7.441643324,7.51,6.833333333333333,5.0,8.0,7.5,8.8375,10.0,Fase 4 (9° ano),0,7.625,8.287441667,8.052795331466667,Topázio,2024,Fase 4,9° ano
RA-392,4B,4B,Masculino,2022,Pública,,,Ágata,6.417875178463399,,,,4.0,Avaliador-22,Avaliador-26,Avaliador-1,Avaliador-5,9.585,5.414731682,5.635,1.0,0.0,2.0,1.0,3.545,5.0,Fase 5 (1° EM),-1,3.5,6.567208333,4.3639463364,Quartzo,2024,Fase 5,1° EM
RA-352,4B,4B,Masculino,2021,Pública,Ametista,Ametista,Ametista,7.834006201914523,,,,4.0,Avaliador-22,Avaliador-26,Avaliador-1,Avaliador-5,8.334,4.453748006333333,6.26,3.1666666666666665,2.0,5.5,2.0,6.7925,10.0,Fase 3 (7° e 8° ano),1,6.375,7.840341667,5.9794829346,Quartzo,2024,Fase 3,7° e 8° ano
RA-1562,4B,4B,Feminino,2024,Pública,,,,,,,,4.0,Avaliador-22,Avaliador-26,Avaliador-1,Avaliador-5,6.25,8.666666666666666,5.01,0.5,0.5,0.5,,6.8725,5.0,Fase 6 (2° EM),-2,6.25,,5.458833333333334,Quartzo,2024,Fase 6,2° EM
RA-367,4B,4B,Feminino,2021,Pública,Topázio,Ametista,Ágata,6.950124578570855,,,,4.0,Avaliador-22,Avaliador-26,Avaliador-1,Avaliador-5,9.168,7.268170426,6.26,5.0,2.0,5.5,7.5,7.6275,10.0,Fase 3 (7° e 8° ano),1,6.875,7.38685,7.209434085200001,Ametista,2024,Fase 3,7° e 8° ano
